"Stage","Scenario","Utopia","DurationSec","DATA_TIMER","BACKLOG_FACTOR","ACK_TIMER","Port","Tag","AUtil","BUtil","AvgUtil","APackets","BPackets","AStatsCount","BStatsCount","AMaxStatsGap","BMaxStatsGap","SendAckTotal","AckTimeoutTotal","DataTimeoutTotal","DataTimeoutPerMin","SendAckPerMin","SendNakTotal","BadCrcTotal","BothQuit","ForcedStop","Fatal","BadPacket","PhlOverflow","Valid","Score","ALog","BLog","AStdout","BStdout","BuildLog","WallSeconds"
"02-长测-20min","默认误码洪水","False","30","2200","3","120","61001","long-default-flood-ack120-20260516-211440","91.21","85.36","88.285","103","93","13","12","2.186","3.473","49","49","2","4","98","3","3","True","False","False","False","False","True","87.969","C:\code\CN-Lab1-Windows-VS2017\docs\测试记录\4.3-ACK搭载定时器\ack-opt-dt2200-bg3-20260516-211412\02-长测-20min\long-default-flood-ack120-20260516-211440-A.log","C:\code\CN-Lab1-Windows-VS2017\docs\测试记录\4.3-ACK搭载定时器\ack-opt-dt2200-bg3-20260516-211412\02-长测-20min\long-default-flood-ack120-20260516-211440-B.log","C:\code\CN-Lab1-Windows-VS2017\docs\测试记录\4.3-ACK搭载定时器\ack-opt-dt2200-bg3-20260516-211412\02-长测-20min\long-default-flood-ack120-20260516-211440-A.stdout.txt","C:\code\CN-Lab1-Windows-VS2017\docs\测试记录\4.3-ACK搭载定时器\ack-opt-dt2200-bg3-20260516-211412\02-长测-20min\long-default-flood-ack120-20260516-211440-B.stdout.txt","C:\code\CN-Lab1-Windows-VS2017\docs\测试记录\4.3-ACK搭载定时器\ack-opt-dt2200-bg3-20260516-211412\_bin\ack120\build-ack120.txt","29.8"
"02-长测-20min","默认误码洪水","False","30","2200","3","120180","61002","long-default-flood-ack120180-20260516-211440","81.67","81.99","81.83","91","95","12","13","3.417","3.919","0","0","6","12","0","4","4","True","False","False","False","False","True","81.47","C:\code\CN-Lab1-Windows-VS2017\docs\测试记录\4.3-ACK搭载定时器\ack-opt-dt2200-bg3-20260516-211412\02-长测-20min\long-default-flood-ack120180-20260516-211440-A.log","C:\code\CN-Lab1-Windows-VS2017\docs\测试记录\4.3-ACK搭载定时器\ack-opt-dt2200-bg3-20260516-211412\02-长测-20min\long-default-flood-ack120180-20260516-211440-B.log","C:\code\CN-Lab1-Windows-VS2017\docs\测试记录\4.3-ACK搭载定时器\ack-opt-dt2200-bg3-20260516-211412\02-长测-20min\long-default-flood-ack120180-20260516-211440-A.stdout.txt","C:\code\CN-Lab1-Windows-VS2017\docs\测试记录\4.3-ACK搭载定时器\ack-opt-dt2200-bg3-20260516-211412\02-长测-20min\long-default-flood-ack120180-20260516-211440-B.stdout.txt","C:\code\CN-Lab1-Windows-VS2017\docs\测试记录\4.3-ACK搭载定时器\ack-opt-dt2200-bg3-20260516-211412\_bin\ack120180\build-ack120180.txt","30.4"
